task_id,language,model_name,true_bug_type,true_failure_symptom,predicted_bug_type,diagnosis_match,code_length,fix_success
CPP/150,cpp,qwen2.5-coder:7b,excess logic,incorrect output,operator misuse,0,11,1
CPP/151,cpp,qwen2.5-coder:7b,missing logic,incorrect output,value misuse,0,13,1
CPP/152,cpp,qwen2.5-coder:7b,excess logic,incorrect output,operator misuse,0,6,1
CPP/153,cpp,qwen2.5-coder:7b,missing logic,incorrect output,variable misuse,0,22,0
CPP/154,cpp,qwen2.5-coder:7b,value misuse,incorrect output,operator misuse,0,10,1
CPP/155,cpp,qwen2.5-coder:7b,missing logic,incorrect output,operator misuse,0,12,1
CPP/156,cpp,qwen2.5-coder:7b,missing logic,infinite loop,operator misuse,0,14,0
CPP/157,cpp,qwen2.5-coder:7b,missing logic,incorrect output,operator misuse,0,10,1
CPP/158,cpp,qwen2.5-coder:7b,missing logic,incorrect output,missing logic,1,20,1
CPP/159,cpp,qwen2.5-coder:7b,excess logic,incorrect output,value misuse,0,10,1
CPP/160,cpp,qwen2.5-coder:7b,excess logic,incorrect output,operator misuse,0,42,1
CPP/161,cpp,qwen2.5-coder:7b,missing logic,incorrect output,operator misuse,0,21,1
CPP/162,cpp,qwen2.5-coder:7b,function misuse,incorrect output,value misuse,0,21,0
CPP/163,cpp,qwen2.5-coder:7b,value misuse,incorrect output,missing logic,0,17,0
Java/0,java,qwen2.5-coder:7b,missing logic,incorrect output,operator misuse,0,21,1
Java/1,java,qwen2.5-coder:7b,operator misuse,incorrect output,missing logic,0,34,1
Java/2,java,qwen2.5-coder:7b,excess logic,incorrect output,operator misuse,0,14,1
Java/3,java,qwen2.5-coder:7b,operator misuse,incorrect output,missing logic,0,27,1
Java/4,java,qwen2.5-coder:7b,variable misuse,incorrect output,operator misuse,0,26,1
Java/5,java,qwen2.5-coder:7b,missing logic,incorrect output,missing logic,1,26,1
Java/6,java,qwen2.5-coder:7b,variable misuse,incorrect output,operator misuse,0,33,1
Java/7,java,qwen2.5-coder:7b,variable misuse,incorrect output,operator misuse,0,21,1
Java/8,java,qwen2.5-coder:7b,value misuse,incorrect output,operator misuse,0,23,1
Java/9,java,qwen2.5-coder:7b,variable misuse,incorrect output,variable misuse,1,28,1
Java/10,java,qwen2.5-coder:7b,missing logic,stackoverflow,missing logic,1,45,1
Java/11,java,qwen2.5-coder:7b,value misuse,incorrect output,operator misuse,0,22,1
Java/12,java,qwen2.5-coder:7b,operator misuse,incorrect output,operator misuse,1,27,1
Java/13,java,qwen2.5-coder:7b,variable misuse,incorrect output,operator misuse,0,25,1
Java/14,java,qwen2.5-coder:7b,excess logic,incorrect output,missing logic,0,18,1
Java/15,java,qwen2.5-coder:7b,value misuse,incorrect output,operator misuse,0,22,1
Java/16,java,qwen2.5-coder:7b,missing logic,incorrect output,variable misuse,0,19,1
Java/17,java,qwen2.5-coder:7b,value misuse,incorrect output,value misuse,1,30,1
Java/18,java,qwen2.5-coder:7b,value misuse,incorrect output,missing logic,0,26,1
Java/19,java,qwen2.5-coder:7b,missing logic,incorrect output,operator misuse,0,47,1
Java/20,java,qwen2.5-coder:7b,operator misuse,incorrect output,missing logic,0,35,1
Java/21,java,qwen2.5-coder:7b,operator misuse,incorrect output,operator misuse,1,20,1
Java/22,java,qwen2.5-coder:7b,variable misuse,incorrect output,variable misuse,1,21,1
Java/23,java,qwen2.5-coder:7b,value misuse,incorrect output,operator misuse,0,15,1
Java/24,java,qwen2.5-coder:7b,operator misuse,incorrect output,operator misuse,1,18,1
Java/25,java,qwen2.5-coder:7b,value misuse,incorrect output,variable misuse,0,29,1
Java/26,java,qwen2.5-coder:7b,operator misuse,incorrect output,missing logic,0,19,1
Java/27,java,qwen2.5-coder:7b,function misuse,incorrect output,operator misuse,0,22,1
Java/28,java,qwen2.5-coder:7b,excess logic,incorrect output,operator misuse,0,15,1
Java/29,java,qwen2.5-coder:7b,function misuse,incorrect output,operator misuse,0,16,1
Java/30,java,qwen2.5-coder:7b,operator misuse,incorrect output,operator misuse,1,16,1
Java/31,java,qwen2.5-coder:7b,value misuse,incorrect output,missing logic,0,33,1
Java/32,java,qwen2.5-coder:7b,variable misuse,incorrect output,missing logic,0,45,1
Java/33,java,qwen2.5-coder:7b,missing logic,incorrect output,variable misuse,0,27,1
Java/34,java,qwen2.5-coder:7b,missing logic,incorrect output,missing logic,1,16,1
Java/35,java,qwen2.5-coder:7b,operator misuse,incorrect output,function misuse,0,15,1
Java/36,java,qwen2.5-coder:7b,operator misuse,incorrect output,missing logic,0,28,1
Java/37,java,qwen2.5-coder:7b,variable misuse,incorrect output,variable misuse,1,26,1
Java/38,java,qwen2.5-coder:7b,missing logic,incorrect output,function misuse,0,40,1
Java/39,java,qwen2.5-coder:7b,value misuse,incorrect output,operator misuse,0,39,1
Java/40,java,qwen2.5-coder:7b,value misuse,incorrect output,missing logic,0,33,1
Java/41,java,qwen2.5-coder:7b,value misuse,incorrect output,missing logic,0,19,0
Java/42,java,qwen2.5-coder:7b,value misuse,incorrect output,operator misuse,0,16,1
Java/43,java,qwen2.5-coder:7b,value misuse,incorrect output,missing logic,0,30,1
Java/44,java,qwen2.5-coder:7b,operator misuse,infinite loop,operator misuse,1,24,1
Java/45,java,qwen2.5-coder:7b,value misuse,incorrect output,operator misuse,0,13,1
Java/46,java,qwen2.5-coder:7b,value misuse,incorrect output,operator misuse,0,35,1
Java/47,java,qwen2.5-coder:7b,value misuse,incorrect output,operator misuse,0,21,1
Java/48,java,qwen2.5-coder:7b,value misuse,incorrect output,missing logic,0,28,1
Java/49,java,qwen2.5-coder:7b,value misuse,incorrect output,missing logic,0,25,1
Java/50,java,qwen2.5-coder:7b,variable misuse,incorrect output,operator misuse,0,26,0
Java/51,java,qwen2.5-coder:7b,excess logic,incorrect output,operator misuse,0,29,0
Java/52,java,qwen2.5-coder:7b,operator misuse,incorrect output,missing logic,0,20,1
Java/53,java,qwen2.5-coder:7b,excess logic,incorrect output,operator misuse,0,15,1
Java/54,java,qwen2.5-coder:7b,missing logic,incorrect output,variable misuse,0,31,1
Java/55,java,qwen2.5-coder:7b,excess logic,incorrect output,operator misuse,0,23,1
Java/56,java,qwen2.5-coder:7b,operator misuse,incorrect output,operator misuse,1,32,1
Java/57,java,qwen2.5-coder:7b,operator misuse,incorrect output,operator misuse,1,20,1
Java/58,java,qwen2.5-coder:7b,missing logic,incorrect output,missing logic,1,20,1
Java/59,java,qwen2.5-coder:7b,variable misuse,incorrect output,missing logic,0,30,1
Java/60,java,qwen2.5-coder:7b,value misuse,incorrect output,missing logic,0,25,1
Java/61,java,qwen2.5-coder:7b,operator misuse,incorrect output,operator misuse,1,32,1
Java/62,java,qwen2.5-coder:7b,value misuse,incorrect output,missing logic,0,21,1
Java/63,java,qwen2.5-coder:7b,value misuse,incorrect output,value misuse,1,31,1
Java/64,java,qwen2.5-coder:7b,missing logic,incorrect output,missing logic,1,28,0
Java/65,java,qwen2.5-coder:7b,variable misuse,incorrect output,operator misuse,0,23,0
Java/66,java,qwen2.5-coder:7b,function misuse,incorrect output,missing logic,0,26,1
Java/67,java,qwen2.5-coder:7b,value misuse,incorrect output,operator misuse,0,28,1
Java/68,java,qwen2.5-coder:7b,variable misuse,incorrect output,variable misuse,1,59,1
Java/69,java,qwen2.5-coder:7b,value misuse,incorrect output,missing logic,0,29,1
Java/70,java,qwen2.5-coder:7b,operator misuse,incorrect output,variable misuse,0,30,1
Java/71,java,qwen2.5-coder:7b,missing logic,incorrect output,operator misuse,0,24,1
Java/72,java,qwen2.5-coder:7b,operator misuse,incorrect output,missing logic,0,36,1
Java/73,java,qwen2.5-coder:7b,variable misuse,incorrect output,value misuse,0,24,1
Java/74,java,qwen2.5-coder:7b,variable misuse,incorrect output,missing logic,0,35,1
Java/75,java,qwen2.5-coder:7b,value misuse,incorrect output,operator misuse,0,45,1
Java/76,java,qwen2.5-coder:7b,variable misuse,infinite loop,missing logic,0,28,1
Java/77,java,qwen2.5-coder:7b,missing logic,incorrect output,value misuse,0,24,0
Java/78,java,qwen2.5-coder:7b,value misuse,incorrect output,value misuse,1,33,1
Java/79,java,qwen2.5-coder:7b,missing logic,incorrect output,operator misuse,0,20,1
Java/80,java,qwen2.5-coder:7b,operator misuse,incorrect output,value misuse,0,29,1
Java/81,java,qwen2.5-coder:7b,excess logic,incorrect output,operator misuse,0,64,1
Java/82,java,qwen2.5-coder:7b,value misuse,incorrect output,missing logic,0,29,0
Java/83,java,qwen2.5-coder:7b,excess logic,incorrect output,missing logic,0,15,1
Java/84,java,qwen2.5-coder:7b,operator misuse,incorrect output,value misuse,0,26,1
Java/85,java,qwen2.5-coder:7b,value misuse,incorrect output,missing logic,0,20,1
Java/86,java,qwen2.5-coder:7b,missing logic,incorrect output,missing logic,1,27,1
Java/87,java,qwen2.5-coder:7b,variable misuse,incorrect output,missing logic,0,38,0
Java/88,java,qwen2.5-coder:7b,operator misuse,incorrect output,value misuse,0,31,1
Java/89,java,qwen2.5-coder:7b,value misuse,incorrect output,operator misuse,0,28,1
Java/90,java,qwen2.5-coder:7b,value misuse,incorrect output,value misuse,1,25,1
Java/91,java,qwen2.5-coder:7b,value misuse,incorrect output,value misuse,1,29,1
Java/92,java,qwen2.5-coder:7b,missing logic,incorrect output,value misuse,0,25,1
Java/93,java,qwen2.5-coder:7b,missing logic,incorrect output,variable misuse,0,38,0
Java/94,java,qwen2.5-coder:7b,operator misuse,incorrect output,variable misuse,0,47,1
Java/95,java,qwen2.5-coder:7b,operator misuse,incorrect output,variable misuse,0,43,1
Java/96,java,qwen2.5-coder:7b,variable misuse,incorrect output,operator misuse,0,32,1
Java/97,java,qwen2.5-coder:7b,excess logic,incorrect output,operator misuse,0,18,1
Java/98,java,qwen2.5-coder:7b,value misuse,incorrect output,value misuse,1,22,1
Java/99,java,qwen2.5-coder:7b,function misuse,incorrect output,missing logic,0,30,0
Java/100,java,qwen2.5-coder:7b,excess logic,incorrect output,operator misuse,0,25,0
Java/101,java,qwen2.5-coder:7b,value misuse,incorrect output,operator misuse,0,20,1
Java/102,java,qwen2.5-coder:7b,variable misuse,incorrect output,missing logic,0,26,1
Java/103,java,qwen2.5-coder:7b,value misuse,incorrect output,operator misuse,0,22,1
Java/104,java,qwen2.5-coder:7b,excess logic,incorrect output,value misuse,0,34,1
Java/105,java,qwen2.5-coder:7b,missing logic,incorrect output,missing logic,1,48,0
Java/106,java,qwen2.5-coder:7b,variable misuse,incorrect output,operator misuse,0,33,1
Java/107,java,qwen2.5-coder:7b,value misuse,incorrect output,variable misuse,0,42,1
Java/108,java,qwen2.5-coder:7b,excess logic,incorrect output,value misuse,0,32,0
Java/109,java,qwen2.5-coder:7b,variable misuse,incorrect output,variable misuse,1,49,1
Java/110,java,qwen2.5-coder:7b,variable misuse,incorrect output,missing logic,0,35,1
Java/111,java,qwen2.5-coder:7b,value misuse,incorrect output,missing logic,0,39,1
Java/112,java,qwen2.5-coder:7b,operator misuse,incorrect output,value misuse,0,14,1
Java/113,java,qwen2.5-coder:7b,excess logic,incorrect output,value misuse,0,32,0
Java/114,java,qwen2.5-coder:7b,function misuse,incorrect output,value misuse,0,26,1
Java/115,java,qwen2.5-coder:7b,function misuse,incorrect output,operator misuse,0,46,1
Java/116,java,qwen2.5-coder:7b,variable misuse,incorrect output,variable misuse,1,33,1
Java/117,java,qwen2.5-coder:7b,operator misuse,incorrect output,operator misuse,1,34,1
Java/118,java,qwen2.5-coder:7b,excess logic,incorrect output,value misuse,0,33,1
Java/119,java,qwen2.5-coder:7b,value misuse,incorrect output,operator misuse,0,40,1
Java/120,java,qwen2.5-coder:7b,excess logic,incorrect output,operator misuse,0,37,1
Java/121,java,qwen2.5-coder:7b,value misuse,incorrect output,value misuse,1,22,1
Java/122,java,qwen2.5-coder:7b,missing logic,incorrect output,value misuse,0,25,1
Java/123,java,qwen2.5-coder:7b,value misuse,incorrect output,logic misuse,0,39,1
Java/124,java,qwen2.5-coder:7b,variable misuse,incorrect output,operator misuse,0,58,1
Java/125,java,qwen2.5-coder:7b,value misuse,incorrect output,missing logic,0,30,1
Java/126,java,qwen2.5-coder:7b,missing logic,incorrect output,missing logic,1,33,0
Java/127,java,qwen2.5-coder:7b,missing logic,incorrect output,value misuse,0,34,0
Java/128,java,qwen2.5-coder:7b,excess logic,incorrect output,operator misuse,0,27,1
Java/129,java,qwen2.5-coder:7b,value misuse,incorrect output,missing logic,0,76,0
Java/130,java,qwen2.5-coder:7b,excess logic,incorrect output,operator misuse,0,36,0
Java/131,java,qwen2.5-coder:7b,excess logic,incorrect output,operator misuse,0,28,1
Java/132,java,qwen2.5-coder:7b,value misuse,incorrect output,operator misuse,0,36,1
Java/133,java,qwen2.5-coder:7b,operator misuse,incorrect output,operator misuse,1,22,1
Java/134,java,qwen2.5-coder:7b,function misuse,incorrect output,missing logic,0,25,1
Java/135,java,qwen2.5-coder:7b,excess logic,incorrect output,variable misuse,0,25,1
Java/136,java,qwen2.5-coder:7b,excess logic,incorrect output,operator misuse,0,21,1
Java/137,java,qwen2.5-coder:7b,excess logic,incorrect output,value misuse,0,40,1
Java/138,java,qwen2.5-coder:7b,excess logic,incorrect output,operator misuse,0,15,1
Java/139,java,qwen2.5-coder:7b,excess logic,incorrect output,operator misuse,0,25,1
Java/140,java,qwen2.5-coder:7b,excess logic,incorrect output,operator misuse,0,40,1
Java/141,java,qwen2.5-coder:7b,missing logic,incorrect output,missing logic,1,35,1
Java/142,java,qwen2.5-coder:7b,missing logic,incorrect output,missing logic,1,28,1
Java/143,java,qwen2.5-coder:7b,missing logic,incorrect output,missing logic,1,46,1
Java/144,java,qwen2.5-coder:7b,excess logic,incorrect output,operator misuse,0,24,1
Java/145,java,qwen2.5-coder:7b,excess logic,incorrect output,operator misuse,0,41,1
Java/146,java,qwen2.5-coder:7b,excess logic,incorrect output,operator misuse,0,26,1
Java/147,java,qwen2.5-coder:7b,missing logic,incorrect output,operator misuse,0,35,1
Java/148,java,qwen2.5-coder:7b,value misuse,incorrect output,operator misuse,0,33,1
Java/149,java,qwen2.5-coder:7b,missing logic,incorrect output,missing logic,1,31,1
Java/150,java,qwen2.5-coder:7b,excess logic,incorrect output,operator misuse,0,24,1
Java/151,java,qwen2.5-coder:7b,missing logic,incorrect output,value misuse,0,23,1
Java/152,java,qwen2.5-coder:7b,excess logic,incorrect output,operator misuse,0,12,1
Java/153,java,qwen2.5-coder:7b,missing logic,incorrect output,missing logic,1,34,1
Java/154,java,qwen2.5-coder:7b,value misuse,incorrect output,value misuse,1,24,0
Java/155,java,qwen2.5-coder:7b,missing logic,incorrect output,variable misuse,0,23,1
Java/156,java,qwen2.5-coder:7b,missing logic,infinite loop,operator misuse,0,30,1
Java/157,java,qwen2.5-coder:7b,missing logic,incorrect output,operator misuse,0,24,1
Java/158,java,qwen2.5-coder:7b,missing logic,incorrect output,operator misuse,0,37,0
Java/159,java,qwen2.5-coder:7b,excess logic,incorrect output,operator misuse,0,40,1
Java/160,java,qwen2.5-coder:7b,excess logic,incorrect output,missing logic,0,67,0
Java/161,java,qwen2.5-coder:7b,missing logic,incorrect output,missing logic,1,33,0
Java/162,java,qwen2.5-coder:7b,function misuse,incorrect output,value misuse,0,26,1
Java/163,java,qwen2.5-coder:7b,value misuse,incorrect output,value misuse,1,26,0
JavaScript/0,js,qwen2.5-coder:7b,missing logic,incorrect output,operator misuse,0,11,1
JavaScript/1,js,qwen2.5-coder:7b,operator misuse,incorrect output,value misuse,0,21,1
JavaScript/2,js,qwen2.5-coder:7b,excess logic,incorrect output,operator misuse,0,3,1
JavaScript/3,js,qwen2.5-coder:7b,operator misuse,incorrect output,operator misuse,1,10,1
JavaScript/4,js,qwen2.5-coder:7b,variable misuse,incorrect output,operator misuse,0,9,1
JavaScript/5,js,qwen2.5-coder:7b,missing logic,incorrect output,operator misuse,0,12,1
JavaScript/6,js,qwen2.5-coder:7b,variable misuse,incorrect output,operator misuse,0,17,1
JavaScript/7,js,qwen2.5-coder:7b,variable misuse,incorrect output,value misuse,0,3,1
JavaScript/8,js,qwen2.5-coder:7b,value misuse,incorrect output,operator misuse,0,8,1
JavaScript/9,js,qwen2.5-coder:7b,variable misuse,incorrect output,variable misuse,1,11,1
JavaScript/10,js,qwen2.5-coder:7b,missing logic,stackoverflow,missing logic,1,12,0
JavaScript/11,js,qwen2.5-coder:7b,value misuse,incorrect output,operator misuse,0,9,1
JavaScript/12,js,qwen2.5-coder:7b,operator misuse,incorrect output,operator misuse,1,10,1
JavaScript/13,js,qwen2.5-coder:7b,variable misuse,incorrect output,operator misuse,0,8,1
JavaScript/14,js,qwen2.5-coder:7b,excess logic,incorrect output,missing logic,0,7,1
JavaScript/15,js,qwen2.5-coder:7b,value misuse,incorrect output,operator misuse,0,3,1
JavaScript/16,js,qwen2.5-coder:7b,missing logic,incorrect output,value misuse,0,3,1
JavaScript/17,js,qwen2.5-coder:7b,value misuse,incorrect output,value misuse,1,4,1
JavaScript/18,js,qwen2.5-coder:7b,value misuse,incorrect output,missing logic,0,9,1
JavaScript/19,js,qwen2.5-coder:7b,missing logic,incorrect output,missing logic,1,19,1
JavaScript/20,js,qwen2.5-coder:7b,operator misuse,incorrect output,missing logic,0,18,1
JavaScript/21,js,qwen2.5-coder:7b,operator misuse,incorrect output,operator misuse,1,5,1
JavaScript/22,js,qwen2.5-coder:7b,variable misuse,incorrect output,missing logic,0,3,1
JavaScript/23,js,qwen2.5-coder:7b,value misuse,incorrect output,operator misuse,0,3,1
JavaScript/24,js,qwen2.5-coder:7b,operator misuse,incorrect output,operator misuse,1,5,1
JavaScript/25,js,qwen2.5-coder:7b,value misuse,incorrect output,operator misuse,0,15,1
JavaScript/26,js,qwen2.5-coder:7b,operator misuse,incorrect output,operator misuse,1,11,1
JavaScript/27,js,qwen2.5-coder:7b,function misuse,incorrect output,operator misuse,0,5,1
JavaScript/28,js,qwen2.5-coder:7b,excess logic,incorrect output,operator misuse,0,3,1
JavaScript/29,js,qwen2.5-coder:7b,function misuse,incorrect output,operator misuse,0,3,1
JavaScript/30,js,qwen2.5-coder:7b,operator misuse,incorrect output,missing logic,0,3,1
JavaScript/31,js,qwen2.5-coder:7b,value misuse,incorrect output,missing logic,0,8,1
JavaScript/32,js,qwen2.5-coder:7b,variable misuse,incorrect output,missing logic,0,15,1
JavaScript/33,js,qwen2.5-coder:7b,missing logic,incorrect output,value misuse,0,5,1
JavaScript/34,js,qwen2.5-coder:7b,missing logic,incorrect output,missing logic,1,3,1
JavaScript/35,js,qwen2.5-coder:7b,operator misuse,incorrect output,operator misuse,1,3,1
JavaScript/36,js,qwen2.5-coder:7b,operator misuse,incorrect output,missing logic,0,14,1
JavaScript/37,js,qwen2.5-coder:7b,variable misuse,incorrect output,value misuse,0,5,1
JavaScript/38,js,qwen2.5-coder:7b,missing logic,incorrect output,function misuse,0,13,1
JavaScript/39,js,qwen2.5-coder:7b,value misuse,incorrect output,value misuse,1,20,0
JavaScript/40,js,qwen2.5-coder:7b,value misuse,incorrect output,missing logic,0,8,1
JavaScript/41,js,qwen2.5-coder:7b,value misuse,incorrect output,operator misuse,0,3,1
JavaScript/42,js,qwen2.5-coder:7b,value misuse,incorrect output,operator misuse,0,3,1
JavaScript/43,js,qwen2.5-coder:7b,value misuse,incorrect output,missing logic,0,7,1
JavaScript/44,js,qwen2.5-coder:7b,operator misuse,infinite loop,operator misuse,1,8,1
JavaScript/45,js,qwen2.5-coder:7b,value misuse,incorrect output,operator misuse,0,3,1
JavaScript/46,js,qwen2.5-coder:7b,value misuse,incorrect output,operator misuse,0,11,0
JavaScript/47,js,qwen2.5-coder:7b,value misuse,incorrect output,operator misuse,0,8,1
JavaScript/48,js,qwen2.5-coder:7b,value misuse,incorrect output,operator misuse,0,6,1
JavaScript/49,js,qwen2.5-coder:7b,value misuse,incorrect output,operator misuse,0,6,1
JavaScript/50,js,qwen2.5-coder:7b,variable misuse,incorrect output,operator misuse,0,5,1
JavaScript/51,js,qwen2.5-coder:7b,excess logic,incorrect output,missing logic,0,7,1
JavaScript/52,js,qwen2.5-coder:7b,operator misuse,incorrect output,missing logic,0,6,1
JavaScript/53,js,qwen2.5-coder:7b,excess logic,incorrect output,operator misuse,0,3,1
JavaScript/54,js,qwen2.5-coder:7b,missing logic,incorrect output,value misuse,0,13,1
JavaScript/55,js,qwen2.5-coder:7b,excess logic,incorrect output,missing logic,0,5,1
JavaScript/56,js,qwen2.5-coder:7b,operator misuse,incorrect output,value misuse,0,12,1
JavaScript/57,js,qwen2.5-coder:7b,operator misuse,incorrect output,value misuse,0,8,1
JavaScript/58,js,qwen2.5-coder:7b,missing logic,incorrect output,missing logic,1,7,1
JavaScript/59,js,qwen2.5-coder:7b,variable misuse,incorrect output,missing logic,0,16,1
JavaScript/60,js,qwen2.5-coder:7b,value misuse,incorrect output,value misuse,1,3,1
JavaScript/61,js,qwen2.5-coder:7b,operator misuse,incorrect output,operator misuse,1,12,1
JavaScript/62,js,qwen2.5-coder:7b,value misuse,incorrect output,missing logic,0,3,1
JavaScript/63,js,qwen2.5-coder:7b,value misuse,incorrect output,missing logic,0,7,1
JavaScript/64,js,qwen2.5-coder:7b,missing logic,incorrect output,operator misuse,0,7,1
JavaScript/65,js,qwen2.5-coder:7b,variable misuse,incorrect output,variable misuse,1,7,1
JavaScript/66,js,qwen2.5-coder:7b,function misuse,incorrect output,operator misuse,0,7,1
JavaScript/67,js,qwen2.5-coder:7b,value misuse,incorrect output,operator misuse,0,7,1
JavaScript/68,js,qwen2.5-coder:7b,variable misuse,incorrect output,missing logic,0,6,1
JavaScript/69,js,qwen2.5-coder:7b,value misuse,incorrect output,missing logic,0,10,1
JavaScript/70,js,qwen2.5-coder:7b,operator misuse,incorrect output,missing logic,0,9,0
JavaScript/71,js,qwen2.5-coder:7b,missing logic,incorrect output,operator misuse,0,8,1
JavaScript/72,js,qwen2.5-coder:7b,operator misuse,incorrect output,missing logic,0,12,1
JavaScript/73,js,qwen2.5-coder:7b,variable misuse,incorrect output,value misuse,0,7,0
JavaScript/74,js,qwen2.5-coder:7b,variable misuse,incorrect output,operator misuse,0,8,1
JavaScript/75,js,qwen2.5-coder:7b,value misuse,incorrect output,value misuse,1,21,1
JavaScript/76,js,qwen2.5-coder:7b,variable misuse,infinite loop,operator misuse,0,8,1
JavaScript/77,js,qwen2.5-coder:7b,missing logic,incorrect output,operator misuse,0,4,1
JavaScript/78,js,qwen2.5-coder:7b,value misuse,incorrect output,missing logic,0,8,1
JavaScript/79,js,qwen2.5-coder:7b,missing logic,incorrect output,operator misuse,0,3,1
JavaScript/80,js,qwen2.5-coder:7b,operator misuse,incorrect output,missing logic,0,8,1
JavaScript/81,js,qwen2.5-coder:7b,excess logic,incorrect output,variable misuse,0,34,1
JavaScript/82,js,qwen2.5-coder:7b,value misuse,incorrect output,missing logic,0,10,1
JavaScript/83,js,qwen2.5-coder:7b,excess logic,incorrect output,operator misuse,0,8,1
JavaScript/84,js,qwen2.5-coder:7b,operator misuse,incorrect output,operator misuse,1,8,1
JavaScript/85,js,qwen2.5-coder:7b,value misuse,incorrect output,missing logic,0,9,1
JavaScript/86,js,qwen2.5-coder:7b,missing logic,incorrect output,value misuse,0,11,1
JavaScript/87,js,qwen2.5-coder:7b,variable misuse,incorrect output,operator misuse,0,14,1
JavaScript/88,js,qwen2.5-coder:7b,operator misuse,incorrect output,missing logic,0,16,1
JavaScript/89,js,qwen2.5-coder:7b,value misuse,incorrect output,operator misuse,0,9,1
JavaScript/90,js,qwen2.5-coder:7b,value misuse,incorrect output,value misuse,1,16,1
JavaScript/91,js,qwen2.5-coder:7b,value misuse,incorrect output,missing logic,0,10,1
JavaScript/92,js,qwen2.5-coder:7b,missing logic,incorrect output,operator misuse,0,6,1
JavaScript/93,js,qwen2.5-coder:7b,missing logic,incorrect output,missing logic,1,14,1
JavaScript/94,js,qwen2.5-coder:7b,operator misuse,incorrect output,missing logic,0,21,1
JavaScript/95,js,qwen2.5-coder:7b,operator misuse,incorrect output,missing logic,0,16,1
JavaScript/96,js,qwen2.5-coder:7b,variable misuse,incorrect output,missing logic,0,11,1
JavaScript/97,js,qwen2.5-coder:7b,excess logic,incorrect output,operator misuse,0,5,1
JavaScript/98,js,qwen2.5-coder:7b,value misuse,incorrect output,value misuse,1,9,1
JavaScript/99,js,qwen2.5-coder:7b,function misuse,incorrect output,missing logic,0,7,1
JavaScript/100,js,qwen2.5-coder:7b,excess logic,incorrect output,missing logic,0,9,1
JavaScript/101,js,qwen2.5-coder:7b,value misuse,incorrect output,missing logic,0,4,1
JavaScript/102,js,qwen2.5-coder:7b,variable misuse,incorrect output,missing logic,0,11,1
JavaScript/103,js,qwen2.5-coder:7b,value misuse,incorrect output,missing logic,0,5,1
JavaScript/104,js,qwen2.5-coder:7b,excess logic,incorrect output,variable misuse,0,19,1
JavaScript/105,js,qwen2.5-coder:7b,missing logic,incorrect output,missing logic,1,16,1
JavaScript/106,js,qwen2.5-coder:7b,variable misuse,incorrect output,variable misuse,1,15,1
JavaScript/107,js,qwen2.5-coder:7b,value misuse,incorrect output,operator misuse,0,19,1
JavaScript/108,js,qwen2.5-coder:7b,excess logic,incorrect output,value misuse,0,19,1
JavaScript/109,js,qwen2.5-coder:7b,variable misuse,incorrect output,missing logic,0,23,1
JavaScript/110,js,qwen2.5-coder:7b,variable misuse,incorrect output,missing logic,0,6,1
JavaScript/111,js,qwen2.5-coder:7b,value misuse,incorrect output,variable misuse,0,23,1
JavaScript/112,js,qwen2.5-coder:7b,operator misuse,incorrect output,variable misuse,0,22,1
JavaScript/113,js,qwen2.5-coder:7b,excess logic,incorrect output,operator misuse,0,15,1
JavaScript/114,js,qwen2.5-coder:7b,function misuse,incorrect output,value misuse,0,11,1
JavaScript/115,js,qwen2.5-coder:7b,function misuse,incorrect output,missing logic,0,14,1
JavaScript/116,js,qwen2.5-coder:7b,variable misuse,incorrect output,value misuse,0,27,1
JavaScript/117,js,qwen2.5-coder:7b,operator misuse,incorrect output,operator misuse,1,15,1
JavaScript/118,js,qwen2.5-coder:7b,excess logic,incorrect output,missing logic,0,17,1
JavaScript/119,js,qwen2.5-coder:7b,value misuse,incorrect output,operator misuse,0,33,1
JavaScript/120,js,qwen2.5-coder:7b,excess logic,incorrect output,operator misuse,0,20,1
JavaScript/121,js,qwen2.5-coder:7b,value misuse,incorrect output,operator misuse,0,9,1
JavaScript/122,js,qwen2.5-coder:7b,missing logic,incorrect output,missing logic,1,7,1
JavaScript/123,js,qwen2.5-coder:7b,value misuse,incorrect output,value misuse,1,12,1
JavaScript/124,js,qwen2.5-coder:7b,variable misuse,incorrect output,missing logic,0,11,1
JavaScript/125,js,qwen2.5-coder:7b,value misuse,incorrect output,missing logic,0,20,1
JavaScript/126,js,qwen2.5-coder:7b,missing logic,incorrect output,variable misuse,0,16,1
JavaScript/127,js,qwen2.5-coder:7b,missing logic,incorrect output,operator misuse,0,10,1
JavaScript/128,js,qwen2.5-coder:7b,excess logic,incorrect output,operator misuse,0,11,1
JavaScript/129,js,qwen2.5-coder:7b,value misuse,incorrect output,variable misuse,0,23,0
JavaScript/130,js,qwen2.5-coder:7b,excess logic,incorrect output,missing logic,0,13,1
JavaScript/131,js,qwen2.5-coder:7b,excess logic,incorrect output,operator misuse,0,13,1
JavaScript/132,js,qwen2.5-coder:7b,value misuse,incorrect output,operator misuse,0,24,1
JavaScript/133,js,qwen2.5-coder:7b,operator misuse,incorrect output,operator misuse,1,12,1
JavaScript/134,js,qwen2.5-coder:7b,function misuse,incorrect output,operator misuse,0,11,1
JavaScript/135,js,qwen2.5-coder:7b,excess logic,incorrect output,value misuse,0,7,1
JavaScript/136,js,qwen2.5-coder:7b,excess logic,incorrect output,missing logic,0,17,1
